x,y
2000,50.221953875359
2001,50.565144130827
2002,50.9278483335328
2003,51.4033564775689
2004,51.8191317940034
2005,52.3445512272646
2006,52.8321256822206
2007,53.2517115680003
2008,53.6411646755365
2009,54.1594208389292
2010,54.550169165108
2011,55.0131378935872
2012,55.3405609869972
2013,55.673405514134
2014,55.9222289908432
2015,56.1958723463673
2016,56.5816784850503
2017,56.888445830282
2018,57.1891392680655
2019,57.5557955517512
2020,57.2263727312399
1960,38.211
1961,37.267
1962,37.539
1963,37.824
1964,38.131
1965,38.495
1966,38.757
1967,39.092
1968,39.484
1969,39.829
1970,40.19
1971,40.554
1972,40.905
1973,41.27
1974,41.652
1975,41.191
1976,41.163
1977,41.437
1978,41.83
1979,42.175
1980,42.449
1981,42.772
1982,43.051
1983,42.092
1984,42.353
1985,42.648
1986,42.843
1987,40.917
1988,41.545
1989,41.765
1990,41.893
1991,43.813
1992,42.209
1993,42.101
1994,43.422
1995,45.849
1996,46.033
1997,46.306
1998,45.057
1999,45.386
2000,46.024
2001,46.59
2002,47.386
2003,49.617
2004,50.592
2005,51.57
2006,52.369
2007,53.642
2008,54.633
2009,55.752
2010,56.726
2011,57.596
2012,58.623
2013,59.307
2014,60.04
2015,60.655
2016,61.092
2017,61.68
2018,62.144
2019,62.448
2020,62.261
1960,54.439
1961,55.634
1962,56.671
1963,57.844
1964,58.983
1965,60.019
1966,60.998
1967,61.972
1968,62.946
1969,63.923
1970,64.824
1971,65.618
1972,66.422
1973,67.14
1974,67.769
1975,68.328
1976,68.704
1977,69.121
1978,69.309
1979,69.584
1980,70.478
1981,70.73
1982,71.023
1983,71.296
1984,71.502
1985,71.656
1986,71.95
1987,72.352
1988,72.641
1989,72.88
1990,73.144
1991,73.378
1992,73.715
1993,73.939
1994,74.131
1995,74.362
1996,74.592
1997,73.904
1998,74.99
1999,75.183
2000,75.404
2001,75.639
2002,75.89
2003,76.142
2004,76.376
2005,76.621
2006,76.816
2007,77.549
2008,77.653
2009,77.781
2010,77.936
2011,78.092
2012,78.064
2013,78.123
2014,78.407
2015,78.644
2016,78.86
2017,79.047
2018,79.184
2019,79.282
2020,76.989
1960,44.9728986516699
1961,45.6764014974966
1962,46.1225758452874
1963,46.9724717064668
1964,47.8957584564187
1965,48.2321074069176
1966,48.4570727765873
1967,48.9129111912359
1968,49.4451195213097
1969,49.8222358235972
1970,50.3513431813729
1971,51.2964239316846
1972,51.8644579883301
1973,52.5396833939872
1974,53.1944445309797
1975,53.7098580176017
1976,54.0475335901867
1977,55.3614703416697
1978,56.1121734938276
1979,56.8262923498941
1980,57.3023723911735
1981,57.6929294718002
1982,58.0547979155265
1983,58.7873684326001
1984,59.4789758770802
1985,60.2157367895158
1986,61.221262328173
1987,61.1697117293025
1988,60.6090252981795
1989,62.4811436568143
1990,62.9279670329527
1991,63.1796143554706
1992,63.4744102104117
1993,64.4583214725986
1994,65.4967268722014
1995,65.3497833303777
1996,65.7184045229791
1997,65.9944194002087
1998,65.8077067945681
1999,66.8767273195947
2000,67.2973312552373
2001,67.6316805976471
2002,67.9355701632582
2003,67.8590028335005
2004,67.8959120441891
2005,68.1626821796793
2006,68.5672496118008
2007,68.9286803660228
2008,69.2864272940476
2009,69.8126377043771
2010,70.0412535714543
2011,70.2615198130023
2012,70.1804605984523
2013,70.1965137101307
2014,70.4926288711295
2015,70.7582222288211
2016,70.9430622781923
2017,71.4295960025113
2018,71.6330166549463
2019,71.8446260250446
2020,70.9233595872331
1960,48.811
1961,49.695
1962,50.686
1963,51.584
1964,52.848
1965,53.985
1966,55.185
1967,56.339
1968,57.54
1969,58.76
1970,60.021
1971,61.211
1972,62.304
1973,63.351
1974,64.338
1975,65.08
1976,65.82
1977,66.514
1978,67.209
1979,67.846
1980,68.53
1981,69.085
1982,69.66
1983,69.949
1984,70.485
1985,70.747
1986,70.964
1987,71.491
1988,71.606
1989,71.757
1990,71.9
1991,72.241
1992,72.306
1993,72.521
1994,72.598
1995,72.695
1996,72.767
1997,72.937
1998,73.066
1999,73.67
2000,74.38
2001,74.636
2002,74.901
2003,76.222
2004,76.453
2005,76.683
2006,76.909
2007,77.129
2008,77.488
2009,78.003
2010,78.334
2011,78.517
2012,78.716
2013,78.853
2014,79.044
2015,79.223
2016,79.335
2017,79.504
2018,79.627
2019,79.726
2020,78.946
1960,63.978
1961,64.36
1962,64.244
1963,64.449
1964,64.363
1965,64.593
1966,64.891
1967,64.992
1968,64.89
1969,64.859
1970,65.589
1971,65.541
1972,65.923
1973,66.323
1974,66.563
1975,67.081
1976,67.228
1977,67.861
1978,68.197
1979,68.491
1980,68.564
1981,68.976
1982,68.937
1983,69.267
1984,69.195
1985,69.651
1986,70.119
1987,70.564
1988,71.052
1989,71.425
1990,71.784
1991,72.319
1992,72.43
1993,72.565
1994,73.172
1995,73.133
1996,73.307
1997,73.09
1998,73.474
1999,73.722
2000,73.926
2001,74.186
2002,74.408
2003,74.08
2004,74.855
2005,75.139
2006,75.433
2007,75.006
2008,75.641
2009,75.936
2010,75.721
2011,76.124
2012,76.467
2013,76.491
2014,76.755
2015,76.76
2016,76.308
2017,76.833
2018,76.999
2019,77.284
2020,75.892
1960,61.431
1961,61.803
1962,62.125
1963,62.223
1964,62.418
1965,62.754
1966,62.945
1967,63.213
1968,63.334
1969,63.656
1970,63.873
1971,64.208
1972,64.535
1973,64.611
1974,64.825
1975,64.962
1976,65.161
1977,65.364
1978,65.701
1979,66.041
1980,66.177
1981,66.579
1982,66.89
1983,67.195
1984,67.507
1985,67.93
1986,68.18
1987,68.095
1988,53.9
1989,68.703
1990,68.821
1991,68.643
1992,68.627
1993,68.841
1994,69.073
1995,69.311
1996,69.783
1997,69.91
1998,70.514
1999,70.257
2000,70.624
2001,70.932
2002,71.018
2003,71.436
2004,71.421
2005,71.792
2006,71.987
2007,72.327
2008,72.398
2009,72.813
2010,73.16
2011,73.305
2012,73.454
2013,73.676
2014,74.058
2015,74.436
2016,74.664
2017,74.906
2018,75.064
2019,75.439
2020,72.173
1960,61.55
1961,62.363
1962,63.192
1963,64.101
1964,65.058
1965,66.026
1966,66.956
1967,67.859
1968,68.671
1969,69.535
1970,70.058
1971,70.683
1972,71.016
1973,71.349
1974,71.747
1975,71.977
1976,72.359
1977,72.546
1978,72.871
1979,73.035
1980,73.183
1981,73.338
1982,73.458
1983,73.471
1984,73.524
1985,73.566
1986,73.556
1987,73.554
1988,73.53
1989,73.416
1990,73.492
1991,73.435
1992,73.417
1993,73.482
1994,73.591
1995,73.636
1996,73.829
1997,73.96
1998,74.041
1999,74.347
2000,74.606
2001,75.078
2002,75.536
2003,75.478
2004,75.672
2005,75.825
2006,75.765
2007,76.131
2008,76.41
2009,76.669
2010,76.82
2011,77.104
2012,77.35
2013,77.583
2014,77.858
2015,77.913
2016,78.152
2017,78.268
2018,78.511
2019,78.691
2020,78.841
1960,70.8170731707317
1961,70.9731707317073
1962,70.9424390243903
1963,70.9117073170732
1964,70.8809756097561
1965,70.850243902439
1966,70.819512195122
1967,70.8692682926829
1968,70.9190243902439
1969,70.9687804878049
1970,71.0185365853659
1971,71.0682926829268
1972,71.4575609756098
1973,71.8468292682927
1974,72.2360975609756
1975,72.6253658536586
1976,73.0146341463415
1977,73.3443902439024
1978,73.6741463414634
1979,74.0039024390244
1980,74.3336585365854
1981,74.6634146341463
1982,74.9048780487805
1983,75.1463414634146
1984,75.3878048780488
1985,75.6292682926829
1986,75.8707317073171
1987,76.1517073170732
1988,76.4326829268293
1989,76.7136585365854
1990,76.9946341463415
1991,77.2756097560976
1992,77.3780487804878
1993,77.8780487804878
1994,77.8780487804878
1995,77.8292682926829
1996,78.0780487804878
1997,78.4804878048781
1998,78.6317073170732
1999,78.9317073170732
2000,79.2341463414634
2001,79.6341463414634
2002,79.9365853658537
2003,80.2390243902439
2004,80.490243902439
2005,80.8414634146341
2006,81.0414634146342
2007,81.2926829268293
2008,81.3951219512195
2009,81.5439024390244
2010,81.6951219512195
2011,81.8951219512195
2012,82.0463414634146
2013,82.1487804878049
2014,82.3
2015,82.4
2016,82.4487804878049
2017,82.5
2018,82.7487804878049
2019,82.9
2020,83.2
1960,68.5856097560976
1961,69.5773170731707
1962,69.309512195122
1963,69.4436585365854
1964,69.9219512195122
1965,69.7221951219512
1966,70.0458536585366
1967,69.9178048780488
1968,70.0575609756098
1969,69.8331707317073
1970,69.9146341463415
1971,70.1146341463415
1972,70.4634146341463
1973,71.0146341463415
1974,71.0121951219512
1975,71.1146341463415
1976,71.5658536585366
1977,71.9146341463415
1978,72.0121951219512
1979,72.3121951219512
1980,72.4634146341463
1981,72.8121951219512
1982,72.9609756097561
1983,73.0121951219512
1984,73.6121951219512
1985,73.8146341463415
1986,74.3170731707317
1987,74.7682926829268
1988,75.2170731707317
1989,75.2658536585366
1990,75.5682926829269
1991,75.6170731707317
1992,75.8170731707317
1993,76.0682926829268
1994,76.419512195122
1995,76.6682926829268
1996,76.8707317073171
1997,77.319512195122
1998,77.6707317073171
1999,77.8756097560976
2000,78.1268292682927
2001,78.5756097560976
2002,78.6780487804878
2003,78.6317073170732
2004,79.1804878048781
2005,79.3317073170732
2006,79.8804878048781
2007,80.1804878048781
2008,80.4317073170732
2009,80.3317073170732
2010,80.5804878048781
2011,80.9829268292683
2012,80.9365853658537
2013,81.1365853658537
2014,81.490243902439
2015,81.190243902439
2016,81.6414634146342
2017,81.6439024390244
2018,81.6926829268293
2019,81.8951219512195
2020,81.1926829268293
1960,55.837
1961,56.192
1962,56.516
1963,56.898
1964,57.196
1965,57.619
1966,57.672
1967,57.973
1968,58.367
1969,58.599
1970,59.018
1971,59.353
1972,59.803
1973,60.045
1974,60.228
1975,60.337
1976,60.521
1977,60.627
1978,60.713
1979,60.867
1980,61.081
1981,61.291
1982,61.447
1983,61.96
1984,61.956
1985,62.093
1986,62.194
1987,62.569
1988,62.729
1989,62.582
1990,62.352
1991,62.052
1992,61.296
1993,61.286
1994,61.594
1995,62.305
1996,62.622
1997,62.973
1998,63.561
1999,64.189
2000,64.891
2001,65.51
2002,66.239
2003,66.756
2004,67.346
2005,67.562
2006,68.165
2007,68.603
2008,68.811
2009,69.356
2010,69.529
2011,69.984
2012,70.36
2013,70.881
2014,71.116
2015,71.451
2016,72.004
2017,72.248
2018,72.76
2019,73.102
2020,66.868
1960,43.024
1961,43.252
1962,43.441
1963,43.718
1964,43.974
1965,42.005
1966,43.531
1967,43.341
1968,43.378
1969,42.874
1970,43.041
1971,42.965
1972,25.613
1973,37.275
1974,43.012
1975,42.982
1976,43.144
1977,43.513
1978,43.764
1979,44.59
1980,45.406
1981,46.393
1982,47.29
1983,48.051
1984,48.491
1985,48.541
1986,48.164
1987,47.516
1988,43.04
1989,45.62
1990,44.86
1991,44.227
1992,43.895
1993,37.105
1994,44.08
1995,44.059
1996,44.373
1997,45.387
1998,46.552
1999,47.528
2000,47.514
2001,48.431
2002,49.891
2003,50.857
2004,52.01
2005,53.023
2006,53.869
2007,54.727
2008,55.71
2009,56.388
2010,57.081
2011,57.769
2012,58.493
2013,59.235
2014,59.868
2015,60.217
2016,60.793
2017,61.553
2018,61.688
2019,62.351
2020,61.566
1960,69.7019512195122
1961,70.5209756097561
1962,70.219512195122
1963,70.0514634146342
1964,70.7551219512195
1965,70.6253658536586
1966,70.7063414634146
1967,71.0129268292683
1968,70.6931707317073
1969,70.7648780487805
1970,70.9719512195122
1971,71.0604878048781
1972,71.4051219512195
1973,71.6353658536586
1974,71.9858536585366
1975,71.9712195121951
1976,72.119756097561
1977,72.7739024390244
1978,72.6980487804878
1979,73.1936585365854
1980,73.2070731707317
1981,73.6217073170732
1982,73.8880487804878
1983,73.8690243902439
1984,74.4048780487805
1985,74.520243902439
1986,74.7317073170732
1987,75.3658536585366
1988,75.5658536585366
1989,75.6326829268293
1990,76.0519512195122
1991,76.1921951219512
1992,76.3512195121951
1993,76.3453658536585
1994,76.6917073170732
1995,76.8407317073171
1996,77.1873170731707
1997,77.3707317073171
1998,77.4731707317073
1999,77.619512195122
2000,77.7219512195122
2001,77.9731707317073
2002,78.0756097560976
2003,78.1292682926829
2004,78.8780487804878
2005,78.9804878048781
2006,79.380487804878
2007,79.7829268292683
2008,79.6804878048781
2009,80.0341463414634
2010,80.1829268292683
2011,80.5853658536585
2012,80.3853658536585
2013,80.5878048780488
2014,81.2878048780488
2015,80.9926829268293
2016,81.4390243902439
2017,81.4926829268293
2018,81.5951219512195
2019,81.9951219512195
2020,80.7951219512195
1960,38.181
1961,38.542
1962,38.928
1963,39.334
1964,39.758
1965,40.184
1966,40.648
1967,41.055
1968,41.522
1969,41.849
1970,42.189
1971,42.581
1972,43.158
1973,43.596
1974,44.085
1975,44.681
1976,45.488
1977,46.176
1978,46.961
1979,47.362
1980,47.877
1981,48.31
1982,48.813
1983,49.333
1984,49.747
1985,50.374
1986,51.075
1987,51.659
1988,52.294
1989,52.684
1990,53.292
1991,53.624
1992,54.089
1993,54.537
1994,54.91
1995,55.295
1996,55.558
1997,55.978
1998,56.218
1999,56.526
2000,56.578
2001,56.66
2002,56.606
2003,56.738
2004,56.826
2005,57.125
2006,57.456
2007,57.675
2008,57.869
2009,57.956
2010,58.363
2011,58.462
2012,58.716
2013,58.965
2014,59.125
2015,59.377
2016,59.539
2017,59.856
2018,60.14
2019,60.454
2020,60.088
1960,35.872
1961,36.24
1962,36.665
1963,36.974
1964,37.251
1965,37.691
1966,37.916
1967,38.294
1968,38.531
1969,38.857
1970,39.239
1971,39.559
1972,40.053
1973,40.548
1974,41.354
1975,42.307
1976,43.245
1977,44.147
1978,45.073
1979,45.903
1980,46.539
1981,46.872
1982,47.602
1983,48.091
1984,48.638
1985,48.949
1986,49.013
1987,49.058
1988,49.132
1989,49.174
1990,49.44
1991,49.45
1992,49.437
1993,49.209
1994,49.307
1995,49.446
1996,49.614
1997,49.4
1998,49.991
1999,50.325
2000,50.847
2001,51.071
2002,51.272
2003,51.793
2004,52.416
2005,53.092
2006,53.742
2007,54.375
2008,55.342
2009,55.959
2010,56.477
2011,57.125
2012,57.619
2013,57.823
2014,58.359
2015,58.845
2016,59.326
2017,59.536
2018,60.047
2019,60.039
2020,59.731
1960,44.74
1961,45.662
1962,46.701
1963,46.655
1964,47.741
1965,46.858
1966,48.577
1967,48.865
1968,49.09
1969,49.172
1970,42.587
1971,25.996
1972,49.591
1973,49.828
1974,49.16
1975,50.292
1976,50.647
1977,51.197
1978,51.254
1979,51.464
1980,51.85
1981,52.169
1982,52.54
1983,53.011
1984,53.54
1985,53.897
1986,54.415
1987,54.926
1988,55.027
1989,55.089
1990,55.989
1991,54.154
1992,57.635
1993,57.927
1994,58.617
1995,59.467
1996,59.492
1997,61.427
1998,63.917
1999,66.228
2000,65.779
2001,66.135
2002,66.612
2003,66.824
2004,67.187
2005,67.299
2006,67.241
2007,66.714
2008,67.051
2009,67.403
2010,68.638
2011,68.809
2012,69.554
2013,69.565
2014,69.986
2015,70.491
2016,71.09
2017,71.788
2018,72.567
2019,72.806
2020,71.968
1960,69.2475609756098
1961,70.1956097560976
1962,69.4919512195122
1963,70.3092682926829
1964,71.1212195121951
1965,71.2939024390244
1966,71.2234146341464
1967,70.4139024390244
1968,71.2251219512195
1969,70.43
1970,71.2563414634146
1971,70.8736585365854
1972,70.899512195122
1973,71.3421951219512
1974,71.2080487804878
1975,71.049756097561
1976,71.3948780487805
1977,70.8160975609756
1978,71.1846341463415
1979,71.3082926829268
1980,71.1575609756098
1981,71.5719512195122
1982,71.1860975609756
1983,71.3863414634146
1984,71.499756097561
1985,71.2280487804878
1986,71.7307317073171
1987,71.5268292682927
1988,71.6043902439024
1989,71.7224390243903
1990,71.6414634146342
1991,71.5609756097561
1992,71.4943902439024
1993,71.3468292682927
1994,71.2087804878049
1995,71.0534146341463
1996,70.8973170731707
1997,70.3512195121951
1998,71.0609756097561
1999,71.4121951219512
2000,71.6634146341463
2001,71.7682926829268
2002,71.8658536585366
2003,72.0658536585366
2004,72.5634146341463
2005,72.5609756097561
2006,72.6121951219512
2007,72.6634146341463
2008,72.9634146341463
2009,73.4121951219512
2010,73.5121951219512
2011,74.1634146341463
2012,74.3146341463415
2013,74.8609756097561
2014,74.4658536585366
2015,74.6146341463415
2016,74.8121951219512
2017,74.8146341463415
2018,74.9634146341464
2019,75.1121951219512
2020,73.6073170731707
1960,50.33
1961,52.112
1962,53.697
1963,55.285
1964,56.778
1965,58.228
1966,59.656
1967,61.002
1968,62.31
1969,63.475
1970,64.45
1971,65.607
1972,66.373
1973,67.183
1974,67.864
1975,68.466
1976,69.118
1977,69.604
1978,69.978
1979,70.456
1980,70.826
1981,71.183
1982,71.47
1983,71.668
1984,72.012
1985,72.106
1986,72.269
1987,72.369
1988,72.444
1989,72.619
1990,72.668
1991,72.764
1992,72.953
1993,73.375
1994,73.517
1995,73.799
1996,74.355
1997,74.535
1998,74.641
1999,74.98
2000,75.496
2001,75.908
2002,76.088
2003,76.337
2004,76.56
2005,76.931
2006,77.156
2007,77.634
2008,78.084
2009,78.461
2010,78.748
2011,78.89
2012,79.081
2013,79.246
2014,79.328
2015,79.405
2016,79.557
2017,79.689
2018,79.857
2019,80.019
2020,79.174
1960,62.896
1961,63.185
1962,63.433
1963,63.732
1964,64.05
1965,64.362
1966,64.659
1967,64.948
1968,65.328
1969,65.646
1970,65.926
1971,66.151
1972,66.413
1973,66.488
1974,67.001
1975,67.221
1976,67.84
1977,67.88
1978,67.562
1979,67.366
1980,67.521
1981,67.746
1982,68.436
1983,69.161
1984,69.351
1985,69.257
1986,69.285
1987,68.924
1988,69.215
1989,69.598
1990,70.133
1991,69.616
1992,70.668
1993,70.656
1994,70.851
1995,70.763
1996,70.71
1997,71.054
1998,71.456
1999,71.771
2000,72.041
2001,72.11
2002,72.232
2003,72.402
2004,72.478
2005,72.765
2006,72.855
2007,72.678
2008,72.667
2009,72.579
2010,72.731
2011,72.564
2012,72.753
2013,73.024
2014,73.366
2015,73.104
2016,73.537
2017,73.632
2018,73.806
2019,71.205
2020,72.677
1960,61.037
1961,61.856
1962,62.511
1963,63.274
1964,63.948
1965,64.555
1966,65.171
1967,65.553
1968,65.883
1969,66.2
1970,66.688
1971,67.163
1972,67.672
1973,68.216
1974,68.862
1975,69.405
1976,69.648
1977,70.041
1978,70.132
1979,70.34
1980,70.543
1981,70.7
1982,70.875
1983,71.081
1984,71.036
1985,70.799
1986,71.239
1987,71.676
1988,71.755
1989,71.781
1990,72.349
1991,72.089
1992,51.785
1993,51.519
1994,67.209
1995,70.284
1996,73.43
1997,73.686
1998,73.901
1999,75.076
2000,74.496
2001,75.06
2002,74.612
2003,75.782
2004,76.133
2005,75.42
2006,76.247
2007,76.161
2008,76.838
2009,76.976
2010,77.073
2011,77.007
2012,77.191
2013,76.33
2014,75.659
2015,76.182
2016,76.808
2017,76.935
2018,77.093
2019,77.241
2020,76.225
1960,69.2546097560976
1961,69.7383902439024
1962,69.4623170731708
1963,69.7097804878049
1964,70.619243902439
1965,70.5974878048781
1966,70.7689268292683
1967,70.9297804878049
1968,70.8127804878049
1969,70.9780243902439
1970,70.7444878048781
1971,71.0117073170732
1972,70.8493170731708
1973,71.0006585365854
1974,70.8546829268293
1975,70.4570975609756
1976,70.3968292682927
1977,70.2890243902439
1978,70.0817317073171
1979,69.9336341463415
1980,69.9277073170732
1981,69.907512195122
1982,70.0769024390244
1983,69.7948536585366
1984,69.5631951219512
1985,70.9926829268293
1986,71.549512195122
1987,70.990243902439
1988,71.3414634146341
1989,71.4829268292683
1990,70.8365853658537
1991,70.3780487804878
1992,70.0219512195122
1993,68.9707317073171
1994,68.7682926829268
1995,68.4609756097561
1996,68.5121951219512
1997,68.4609756097561
1998,68.4073170731707
1999,67.9073170731707
2000,68.9121951219512
2001,68.5073170731707
2002,68.0560975609756
2003,68.5536585365854
2004,68.9560975609756
2005,68.8512195121951
2006,69.4048780487805
2007,70.2073170731707
2008,70.4560975609756
2009,70.4073170731707
2010,70.4048780487805
2011,70.5536585365854
2012,71.9658536585366
2013,72.4707317073171
2014,72.9707317073171
2015,73.6243902439025
2016,73.8268292682927
2017,74.1292682926829
2018,74.1756097560976
2019,74.2268292682927
2020,74.2268292682927
1960,58.163
1961,53.356
1962,59.0
1963,59.569
1964,60.057
1965,60.629
1966,60.963
1967,61.5
1968,62.192
1969,62.77
1970,63.468
1971,64.204
1972,64.453
1973,64.622
1974,65.03
1975,65.942
1976,66.268
1977,66.518
1978,66.885
1979,67.399
1980,67.756
1981,68.068
1982,67.955
1983,68.14
1984,68.64
1985,69.462
1986,69.704
1987,70.198
1988,70.781
1989,70.724
1990,70.744
1991,70.248
1992,69.979
1993,69.988
1994,70.316
1995,69.887
1996,69.806
1997,69.212
1998,68.599
1999,68.773
2000,68.564
2001,68.357
2002,68.752
2003,68.909
2004,69.227
2005,69.376
2006,70.093
2007,70.655
2008,71.151
2009,71.819
2010,72.272
2011,72.651
2012,73.245
2013,73.666
2014,73.311
2015,73.187
2016,73.399
2017,73.562
2018,73.703
2019,73.931
2020,72.854
1965,68.8978048780488
1970,70.29
1980,72.3046341463415
1991,74.029512195122
2000,77.8853658536585
2001,77.8853658536585
2002,78.0878048780488
2003,78.3341463414634
2004,78.4853658536585
2005,78.6853658536586
2006,78.8878048780488
2007,78.9341463414634
2008,79.2365853658537
2009,79.3884390243903
2010,79.2885365853658
2011,81.1526829268293
2012,81.6778048780488
2013,80.5724390243902
2014,80.7973170731707
2015,81.0121951219512
2016,81.2270731707317
2017,81.4419512195122
2018,81.6517073170732
2019,81.8665853658537
2020,82.0560975609756
1960,43.1
1961,43.4
1962,43.791
1963,44.077
1964,44.366
1965,44.712
1966,45.118
1967,45.419
1968,45.796
1969,46.215
1970,46.597
1971,47.061
1972,47.497
1973,47.975
1974,48.446
1975,48.826
1976,49.264
1977,49.734
1978,50.181
1979,50.665
1980,51.181
1981,51.619
1982,52.053
1983,52.405
1984,52.971
1985,53.446
1986,53.929
1987,54.492
1988,55.156
1989,55.772
1990,56.422
1991,57.097
1992,57.629
1993,58.418
1994,58.989
1995,59.534
1996,60.084
1997,60.752
1998,61.332
1999,61.871
2000,62.346
2001,62.843
2002,63.306
2003,63.635
2004,64.004
2005,64.386
2006,64.779
2007,65.027
2008,65.446
2009,65.88
2010,66.162
2011,66.534
2012,66.705
2013,67.021
2014,67.163
2015,67.318
2016,67.628
2017,67.701
2018,67.748
2019,67.841
2020,64.467
1960,52.66
1961,53.183
1962,53.71
1963,54.209
1964,54.648
1965,55.084
1966,55.473
1967,55.868
1968,56.31
1969,56.748
1970,57.171
1971,57.586
1972,58.032
1973,58.472
1974,58.881
1975,59.353
1976,59.792
1977,60.24
1978,60.72
1979,61.253
1980,61.781
1981,62.333
1982,62.856
1983,63.331
1984,63.773
1985,64.198
1986,64.64
1987,65.08
1988,65.454
1989,65.868
1990,65.985
1991,66.31
1992,66.708
1993,67.109
1994,67.568
1995,67.919
1996,68.409
1997,68.813
1998,69.189
1999,69.524
2000,69.737
2001,70.195
2002,70.41
2003,70.72
2004,71.131
2005,71.753
2006,72.037
2007,72.365
2008,72.715
2009,72.948
2010,73.182
2011,73.343
2012,73.552
2013,73.918
2014,74.306
2015,74.332
2016,74.442
2017,74.827
2018,75.109
2019,75.338
2020,74.009
1960,64.564
1961,65.318
1962,65.897
1963,66.487
1964,67.02
1965,67.376
1966,67.805
1967,67.944
1968,68.114
1969,68.44
1970,68.272
1971,68.598
1972,68.929
1973,69.167
1974,69.519
1975,69.921
1976,70.208
1977,70.719
1978,71.122
1979,71.526
1980,71.921
1981,72.12
1982,72.297
1983,72.537
1984,72.596
1985,72.495
1986,72.568
1987,72.675
1988,72.652
1989,72.74
1990,72.752
1991,72.843
1992,72.915
1993,73.19
1994,73.211
1995,73.298
1996,73.546
1997,73.547
1998,73.728
1999,74.039
2000,74.089
2001,74.247
2002,74.366
